source,tweet number,tweet,timestamp,compound,positive,neutral,negative
HomerJSimpson,58,I love songs about not having seen anything yet and taking jobs and shoving them. https://t.co/CGdo7MLL2m,2016-05-16 02:08:38+00:00,0.6369,0.6369,0.6369,0.6369
HomerJSimpson,59,Ho-Doh-or! https://t.co/OI2Gt7rR72,2016-05-16 02:07:07+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,60,@jazminpoggi J stands for Jay,2016-05-16 01:58:05+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,61,@Diegobg218 my only response to that photo is one I often give thank god I was wearing pants,2016-05-16 01:57:33+00:00,0.5574,0.5574,0.5574,0.5574
HomerJSimpson,62,@StephanieYeimar sounds like your English is more better than mine!,2016-05-16 01:56:13+00:00,0.7171,0.7171,0.7171,0.7171
HomerJSimpson,63,@SUPERNATURALANY supernatural because the walking dead reminds me too much of Grampa,2016-05-16 01:55:19+00:00,-0.6486,-0.6486,-0.6486,-0.6486
HomerJSimpson,64,#TeamJughead https://t.co/v7s9hmDAzV,2016-05-16 01:33:18+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,65,I take it out whenever I need to do a maze on a restaurant placemat. https://t.co/IGkMfFHpAd,2016-05-16 01:28:28+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,66,Hans Moleman rolled a turkey then got stuck in the ball-polisher. https://t.co/3l1fLOaSm1,2016-05-16 01:25:31+00:00,-0.25,-0.25,-0.25,-0.25
HomerJSimpson,67,Doh! https://t.co/stcVAZPLla,2016-05-16 01:21:37+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,68,.@HamillHimself Use the force... of money to buy a converter! #HomerLive https://t.co/jXZngjNZDw,2016-05-16 01:18:21+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,69,Gotta go!  Taking your calls now! #HomerLive,2016-05-16 00:26:18+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,70,We're just told that we won't be on in England.  Can everybody there check their plugs?,2016-05-16 00:25:31+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,71,.@clarkous65 Obi Wan Cannoli https://t.co/e0FreRvW4L,2016-05-16 00:24:31+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,72,.@clarkous65 Spock. https://t.co/e0FreRvW4L,2016-05-16 00:23:17+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,73,.@prendergast She'll never be the same without Freddie Mercury!,2016-05-16 00:19:15+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,74,.@matthewkelley Harvey.  Caspar Vs. Hot Stuff Civil War!,2016-05-16 00:17:29+00:00,-0.636,-0.636,-0.636,-0.636
HomerJSimpson,75,.@twitter My favorite account is @Meghan_Trainor She's a great singer &amp; I can truthfully tell Marge that I'm following a trainer. #HomerLive,2016-05-16 00:15:22+00:00,0.875,0.875,0.875,0.875
HomerJSimpson,76,.@ksaeed1 A dozen.,2016-05-16 00:08:25+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,77,"How about that big game? One team sure won! For more certified live remarks by me, call and tweet me now! #HomerLive https://t.co/epOQS7XUso",2016-05-16 00:05:59+00:00,0.7639,0.7639,0.7639,0.7639
HomerJSimpson,78,@CheynKyle I'd prefer somebody's who's dead because then I could have their beer too.,2016-05-16 00:05:45+00:00,-0.6486,-0.6486,-0.6486,-0.6486
HomerJSimpson,79,.@JustVanessaa Give me a failure ham over a success squash any day. https://t.co/7vpvfR5qQY,2016-05-16 00:04:58+00:00,0.1027,0.1027,0.1027,0.1027
HomerJSimpson,80,.@EmpireFOX I am and have ALWAYS been #TeamCookie!! https://t.co/18QnJZkwc4,2016-05-16 00:01:14+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,81,"Hey, my favorite show's on!",2016-05-16 00:00:03+00:00,0.5093,0.5093,0.5093,0.5093
HomerJSimpson,82,@AakifahL The dog.  And my marriage.,2016-05-15 23:57:07+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,83,"@johncosta6912 I don't keep calendars in my house.  And I try to pay attention to important things.  Oh, and radiation.",2016-05-15 23:56:13+00:00,0.1027,0.1027,0.1027,0.1027
HomerJSimpson,84,@tenkmovies I'm more concerned about the Porcelin Throne in my house.,2016-05-15 23:50:49+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,85,.@GabrielGc96 It's in the Smithsonian.  I drove it through the front window.,2016-05-15 23:50:15+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,86,@adamjmcvey All the ones Fox cancelled Friday.,2016-05-15 23:48:05+00:00,-0.25,-0.25,-0.25,-0.25
HomerJSimpson,87,".@permit_to_ill Thank you for tweeting, Carl.",2016-05-15 23:47:34+00:00,0.3612,0.3612,0.3612,0.3612
HomerJSimpson,88,.@atleve Meryl Streep.  She can play anything,2016-05-15 23:46:56+00:00,0.34,0.34,0.34,0.34
HomerJSimpson,89,"@tlionelli Don't make me choose among my babies.  But not Bart, for sure.",2016-05-15 23:46:29+00:00,-0.3491,-0.3491,-0.3491,-0.3491
HomerJSimpson,90,.@iSupportMTC My own boobs,2016-05-15 23:45:50+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,91,@juniorolivas Colonel Sanders,2016-05-15 23:42:53+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,92,"@ValueSportsENT Whichever one beats the spread.  Mmm, spread.",2016-05-15 23:42:02+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,93,@samoerly What's the bacon one?,2016-05-15 23:41:20+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,94,@KerrynXX Crossing guard.  You can just let the kids go.,2016-05-15 23:40:55+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,95,.@Meghan_Trainor She's a great singer &amp; I can truthfully tell Marge that I'm following a trainer #HomerLive https://t.co/a8MQOWkQOd,2016-05-15 23:40:14+00:00,0.7906,0.7906,0.7906,0.7906
HomerJSimpson,96,@samoerly Is this is Lenny then no.,2016-05-15 23:40:13+00:00,-0.296,-0.296,-0.296,-0.296
HomerJSimpson,97,@TreshonBrown4 No term limits on month long mayors,2016-05-15 23:39:37+00:00,-0.296,-0.296,-0.296,-0.296
HomerJSimpson,98,"@BeaterOfDrums Eat, Pray, Eat",2016-05-15 23:39:10+00:00,0.3182,0.3182,0.3182,0.3182
HomerJSimpson,99,@kyleslingo I don't know but asking a cartoon on Twitter is a great start.,2016-05-15 23:37:39+00:00,0.7684,0.7684,0.7684,0.7684
HomerJSimpson,100,@EarlxGreat Death,2016-05-15 23:36:21+00:00,-0.5994,-0.5994,-0.5994,-0.5994
HomerJSimpson,101,@00A_Y Fried chicken!,2016-05-15 23:36:08+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,102,@ConorS Maybe,2016-05-15 23:35:54+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,103,@ShayShayTheGr8 What's going on in November?,2016-05-15 23:35:27+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,104,@TylerPlant2 @TheSimpsons Clearly not enough!,2016-05-15 23:34:51+00:00,0.4574,0.4574,0.4574,0.4574
HomerJSimpson,105,@CapoTor Toronto beat the Heat.  I beat the Heat by pouring a beer down my pants.,2016-05-15 23:33:25+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,106,@CdnsnOw_  I've been doing sober living for the last 45 minutes!,2016-05-15 23:32:51+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,107,@ChaseWeime Julia!  Her food and her personality are delicious!,2016-05-15 23:32:06+00:00,0.6467,0.6467,0.6467,0.6467
HomerJSimpson,108,@robbieglover @thesimpson Marge is the most attractive the last time I made a Flaming Moe!,2016-05-15 23:31:32+00:00,0.54,0.54,0.54,0.54
HomerJSimpson,109,@lakeworthlocal @homerlive @Broncos Take out!,2016-05-15 23:30:47+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,110,I am live tweeting. And soon I'll be live speaking. East Coast USA it all starts in 30 minutes! #HomerLive https://t.co/epOQS7XUso,2016-05-15 23:29:05+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,111,"East Coast USA, it all goes down in one hour! And by ""it"" I mean Marge's pot roast. And my appearance on LIVE TV! #HomerLive",2016-05-15 23:09:33+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,112,"Tonight on Live TV, should I...  #HomerLive https://t.co/epOQS7XUso",2016-05-15 21:55:07+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,113,Moe offered me $100 to take off my clothes on Live TV tonight. But I'm taking Carl's offer of a thousand to keep my clothes on. #HomerLive,2016-05-15 17:32:44+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,114,"It's the ""Ides Of May"", ask me anything! Like, ""are the Ides of May real or just something Bart made up to make me look dumb?"" #HomerLive",2016-05-15 15:05:31+00:00,0.4199,0.4199,0.4199,0.4199
HomerJSimpson,115,"24 hours til I answer your questions on Live TV.  BEEP, BEEP!  (That's me making the ""24"" clock noise.) BEEP, BEEP! https://t.co/epOQS7XUso",2016-05-14 23:58:29+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,116,"I've done a lot of crazy things on Live TV, like endorse Ted Nugent for President. Tomorrow I take it up a notch! #HomerLive",2016-05-14 16:04:00+00:00,0.4003,0.4003,0.4003,0.4003
HomerJSimpson,117,"How will you know I'll really be live on TV Sunday night? I'll accurately report that somebody got killed on ""Game Of Thrones"". #HomerLive",2016-05-13 23:25:42+00:00,-0.6705,-0.6705,-0.6705,-0.6705
HomerJSimpson,118,It's Friday the 13th! Stay in bed all day and tweet me questions for Sunday the 15th!  #HomerLive https://t.co/epOQS7XUso,2016-05-13 21:51:47+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,119,Tweet me questions. I might answer them Sunday! Or I might be passed out on the toilet. Who knows? #HomerLive https://t.co/epOQS7XUso,2016-05-13 01:19:32+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,120,Sunday!!!!! That's when I answer questions on live TV!!!!! Here's one: how do you unstick the exclamation point key?!!!!!!!!!!!! #HomerLive,2016-05-12 18:45:48+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,121,"This Sunday I will be answering questions on live TV. And unlike last time, Security won't be dragging me out of Circuit City.  #HomerLive",2016-05-12 01:16:50+00:00,0.34,0.34,0.34,0.34
HomerJSimpson,122,"I'm looking for questions for Sunday night! Like ""Why is 60 MINUTES still on when they cancelled 'ROC'?""  #HomerLive https://t.co/epOQS7XUso",2016-05-11 18:29:39+00:00,0.2003,0.2003,0.2003,0.2003
HomerJSimpson,123,"IMPORTANT ANNOUNCEMENT: This Sunday night I will be live! Correction: I will be ""alive"". Now that's big news. #HomerLive",2016-05-09 20:47:30+00:00,0.4263,0.4263,0.4263,0.4263
HomerJSimpson,124,"@madmarsrocks Leave me alone, I’m busy eating cinnamon!",2016-04-01 22:31:01+00:00,-0.3595,-0.3595,-0.3595,-0.3595
HomerJSimpson,125,"@stafford_sean Stop tweeting at me, I’m busy eating cinnamon!",2016-04-01 18:11:58+00:00,-0.3595,-0.3595,-0.3595,-0.3595
HomerJSimpson,126,Oh my God! Bart just told me Obama outlawed cinnamon and now I have to eat all that we have before the Spice Police confiscate it!,2016-04-01 17:33:04+00:00,0.3987,0.3987,0.3987,0.3987
HomerJSimpson,127,"Happy 10th birthday, Twitter! Now that you're officially as old as Bart, I can legally strangle you if you mess with my timeline.",2016-03-21 18:50:27+00:00,0.4389,0.4389,0.4389,0.4389
HomerJSimpson,128,Xmas tree lot pro tip: bring a rat in your pocket and toss it in the biggest tree. Then steal a little tree during the confusion.,2014-12-07 15:30:29+00:00,-0.6597,-0.6597,-0.6597,-0.6597
HomerJSimpson,129,"What's the big deal about the Nutcracker? If you're gonna make a ballet about a kid's Xmas gift, at least do it about a dirt bike!",2014-12-06 21:01:34+00:00,0.2003,0.2003,0.2003,0.2003
HomerJSimpson,130,"This weekend I'm getting our Xmas decorations out from our off-site storage unit, aka Flanders' garage.",2014-12-05 22:47:28+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,131,I became the world's greatest bass player in one afternoon. Would've taken less time but I was also watching bowling at the time.,2014-11-23 23:30:23+00:00,0.3818,0.3818,0.3818,0.3818
HomerJSimpson,132,I could never live the rock star life. I like ALL COLORS of M&amp;Ms.,2014-11-22 17:45:10+00:00,0.3612,0.3612,0.3612,0.3612
HomerJSimpson,133,Tomorrow is Brown Saturday!  I'm busting into the mall chocolate store at 6AM. Just don't tell them.,2014-11-22 03:35:39+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,134,"My two favorite shows are gonna do a crossover tonight. Sunday Night Football and the morning news. Thank you in advance, alcohol!",2014-11-09 23:10:07+00:00,0.6996,0.6996,0.6996,0.6996
HomerJSimpson,135,"If I had a time machine, I'd travel back to two minutes ago and tell myself not to start a joke tweet if I don't have a punchline for it.",2014-11-08 19:30:17+00:00,-0.2235,-0.2235,-0.2235,-0.2235
HomerJSimpson,136,Lately I find myself doing a lot of thinking about the future. Like... what will I secretly eat after Marge goes to bed tonight?,2014-11-07 21:35:43+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,137,"Today, I'm proudly voting YES on 24. I'm gonna go to the Kwik-E-Mart and buy a case of Duff to get me through this lousy election.",2014-11-04 22:11:31+00:00,0.4419,0.4419,0.4419,0.4419
HomerJSimpson,138,"Okay, environmentalists -- if fracking is so dangerous, then YOU think of a better way to get flames to come out of my kitchen faucet.",2014-11-03 02:30:23+00:00,-0.0493,-0.0493,-0.0493,-0.0493
HomerJSimpson,139,"And so ""Rock-Tober"" gives way to ""Moe-Vember"" -- 30 straight days of drinking at Moe's. Followed by ""Decem-Moe"" and ""Moe-Uary"".",2014-11-02 02:10:08+00:00,0.2263,0.2263,0.2263,0.2263
HomerJSimpson,140,Oh man I have such a Halloween hangover. But two candy corns in a glass of chocolate milk should clear that up. #HairOfTheDog,2014-11-01 19:26:07+00:00,0.5267,0.5267,0.5267,0.5267
HomerJSimpson,141,"HALLOWEEN PRO TIP: prepare for trick or treaters all year long by stealing 
random piñatas from kids birthday parties.",2014-10-31 22:45:31+00:00,-0.296,-0.296,-0.296,-0.296
HomerJSimpson,142,"Today's the big Halloween party at work. Lenny, Carl and me are gonna dress up as me, Lenny and Carl!",2014-10-31 19:33:07+00:00,0.4574,0.4574,0.4574,0.4574
HomerJSimpson,143,For me every day is Halloween. I dress up like a Nuclear Plant worker and then binge on candy from a pillow case.,2014-10-19 22:10:25+00:00,0.3612,0.3612,0.3612,0.3612
HomerJSimpson,144,Tonight we're gonna cuddle up in front of the TV and watch a horror movie: video of Marge's sisters' trip to Cancun.,2014-10-19 14:30:29+00:00,-0.5719,-0.5719,-0.5719,-0.5719
HomerJSimpson,145,Million Dollar Idea: Candy Corn Flakes Cereal. Billion Dollar Idea: A system to get them into my mouth now.,2014-10-18 20:25:10+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,146,"Everyone's creating scary Halloween names on Twitter now. Here's mine: Homer ""Low Sodium Bacon"" Simpson.",2014-10-17 22:13:47+00:00,-0.4767,-0.4767,-0.4767,-0.4767
HomerJSimpson,147,"Hey, @DocJuliusHibbert  -- your Fantasy Team's offense is as weak as my aorta.  And you KNOW that's weak!  #TrashTalkMaster",2014-10-05 20:01:20+00:00,-0.7959,-0.7959,-0.7959,-0.7959
HomerJSimpson,148,.@RealLennyLenford  -- your Fantasy Football Team is not performing as well as mine.  #TrashTalkMaster,2014-10-05 14:30:48+00:00,-0.2057,-0.2057,-0.2057,-0.2057
HomerJSimpson,149,It's Rocktober! 31 whole days of eating like Fred Flinstone -- bring on the 9-foot slabs of Bronto Ribs!,2014-10-04 18:10:15+00:00,0.4738,0.4738,0.4738,0.4738
HomerJSimpson,150,There are 4 baseball playoff games today.  Woo hoo!  That's 4 times as many chances to complain about how slow and boring the game is!,2014-10-03 16:00:44+00:00,0.1739,0.1739,0.1739,0.1739
HomerJSimpson,151,Today's the big crossover. I'm gonna start pouring beer on my cereal and pancake battering up my orange juice.,2014-09-28 17:20:13+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,152,"Ah, College Football Saturday. A whole day of sitting around and watching 
unpaid kids ruin their knees for a degree in Communications.",2014-09-27 13:15:32+00:00,-0.5859,-0.5859,-0.5859,-0.5859
HomerJSimpson,153,"I know what I'll be doing at 8 PM Sunday! Waking up from my Saturday afternoon 
sleep off of Friday night.",2014-09-26 15:05:51+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,154,"I'm changing my name to 2IMP2ON out of #RE2PECT for @Derek_Jeter_2. And becau2e I mi2took the ""e22"" key for candy and 2wallowed it.",2014-09-25 17:55:28+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,155,"Ah, fall is here. The nights are turning cooler, leaves are turning colors and Borders Books are turning into Halloween Stores.",2014-09-23 14:50:13+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,156,"The new TV season is here! I'm excited to watch that new show about how the great comic book supervillains got their start: ""The Roosevelts""",2014-09-22 17:48:58+00:00,0.7777,0.7777,0.7777,0.7777
HomerJSimpson,157,"But is 14 hours long enough to cover the Rams' ""Fearsome Foursome"" AND ""The Incredible Two-Headed Transplant""?",2014-09-18 19:59:26+00:00,-0.5499,-0.5499,-0.5499,-0.5499
HomerJSimpson,158,I can't wait to see that new Ken Burns 14 hour documentary about Rosie Grier!  #DVRWORKINGOVERTIME,2014-09-18 19:58:53+00:00,0.0,0.0,0.0,0.0
HomerJSimpson,159,I'm watching the vote on Scottish Independence carefully. The outcome could limit my access to Butterscotch sundae topping.,2014-09-17 17:28:27+00:00,0.128,0.128,0.128,0.128
HomerJSimpson,160,Please pay attention to the political views of the angry janitor at my kids’ school. http://t.co/uhGcPG7Ei6,2014-09-13 02:37:12+00:00,-0.34,-0.34,-0.34,-0.34
HomerJSimpson,161,"Bart changed the letters from ""Beethoven Piano Concertos""! Suck it, Culture! http://t.co/CsVnY5rsnd",2014-09-12 21:36:30+00:00,-0.5399,-0.5399,-0.5399,-0.5399
