source,tweet number,tweet,timestamp,compound,positive,neutral,negative
Pontifex,59,"If we bishops and priests appropriate the gift of God and turn it into a job, we lose the gaze of Jesus. Let us ask the Lord to help us take care of the gift of our ministry. #SantaMarta",2019-09-19 10:35:52+00:00,0.8779,0.8779,0.8779,0.8779
Pontifex,60,Every human project can first be approved and then end up shipwrecked. But everything that comes from above and bears the “signature” of God is destined to last. #GeneralAudience,2019-09-18 11:30:00+00:00,0.5499,0.5499,0.5499,0.5499
Pontifex,61,"""The Lord was moved with compassion"" (Luke 7:13). Our God is a God of compassion. Compassion is the weakness of God, but also His strength. #SantaMarta",2019-09-17 11:20:23+00:00,0.8765,0.8765,0.8765,0.8765
Pontifex,62,"St Paul asks us to pray ""for all in authority"" (1 Tim 2:2). We must learn to do this, even for politicians with whom we disagree. Christians must pray for all people in government, that they may work for the common good. #SantaMarta",2019-09-16 12:17:44+00:00,0.6369,0.6369,0.6369,0.6369
Pontifex,63,"God waits for us: He doesn't get tired, He doesn't lose heart. Because it is each one of us who is that child embraced again, that coin found again, that sheep caressed and put back on His shoulders (Luke 15:1-32). #Angelus",2019-09-15 11:30:00+00:00,0.6969,0.6969,0.6969,0.6969
Pontifex,64,"Today the Church asks us to contemplate the glorious Cross of Our Lord. Though He was God, Christ humbled Himself by becoming a servant. This is the glory of the Cross of Jesus!",2019-09-14 11:30:00+00:00,0.8777,0.8777,0.8777,0.8777
Pontifex,65,"If they want to grow in His friendship, Jesus’ disciples, must not complain and look inward. They must act and commit themselves, certain that the Lord will support and accompany them.",2019-09-13 11:30:00+00:00,0.8836,0.8836,0.8836,0.8836
Pontifex,66,"I wish to endorse a global event, to take place on 14 May 2020 on the theme Reinventing the Global Educational Alliance. https://t.co/rcVFp7iigp",2019-09-12 13:00:24+00:00,0.6124,0.6124,0.6124,0.6124
Pontifex,67,"Today we celebrate the Feast of the Most Holy Name of Mary. I invite everyone to turn to Our Lady. Let her inspire you with a Christian outlook, so as to live like and imitate her Son Jesus ever more.",2019-09-12 11:30:00+00:00,0.8885,0.8885,0.8885,0.8885
Pontifex,68,"Christ is the hope of the world: His Gospel is the most powerful leaven of brotherhood, freedom, justice and peace for all peoples. #GeneralAudience",2019-09-11 11:30:00+00:00,0.9524,0.9524,0.9524,0.9524
Pontifex,69,Thank you for your warm welcome. May God bless you all you. May His love and mercy continue to accompany and protect you! #ApostolicJourney,2019-09-09 15:30:00+00:00,0.9633,0.9633,0.9633,0.9633
Pontifex,70,"What must one do to be a good Christian? The answer is simple: we have to do, each in our own way, what Jesus says in the Beatitudes. #ApostolicJourney #Mauritius",2019-09-09 10:30:00+00:00,0.4404,0.4404,0.4404,0.4404
Pontifex,71,"Happy are you, happy is the Church of the poor and for the poor, for she lives imbued with the fragrance of her Lord, she lives joyfully proclaiming the Good News to the throw-aways of the earth, to those who are God's favorites. #ApostolicJourney #Madagascar",2019-09-08 16:30:00+00:00,0.886,0.886,0.886,0.886
Pontifex,72,"Akamasoa, ""City of Friendship"", is the expression of the God’s presence God who decided to live and remain always in the midst of His people. Seeing these radiant faces, I give thanks to the Lord who has heard the cry of the poor. #ApostolicJourney #Madagascar",2019-09-08 12:50:00+00:00,0.2263,0.2263,0.2263,0.2263
Pontifex,73,"Let us turn in prayer to the Holy Virgin on this day when we remember her birth, the dawn of salvation for humanity. #Angelus",2019-09-08 10:00:00+00:00,0.0,0.0,0.0,0.0
Pontifex,74,Our life and our talents are the result of a gift woven between God and the many silent hands of persons whose names we will only know in Heaven. #ApostolicJourney #Madagascar,2019-09-08 09:15:00+00:00,0.8834,0.8834,0.8834,0.8834
Pontifex,75,"The Lord is the first to trust in you, and He also invites you to trust in yourselves; He invites you to encourage one another, and join Him in writing the most beautiful page of your lives. #ApostolicJourney #Madagascar",2019-09-07 16:30:00+00:00,0.9459,0.9459,0.9459,0.9459
Pontifex,76,"A sower of peace and hope knows how to wait, he trusts; he realizes the limitations of his sowing, but he never stops loving the field entrusted to his care. #ApostolicJourney #Madagascar",2019-09-07 14:30:00+00:00,0.8018,0.8018,0.8018,0.8018
Pontifex,77,"Jesus proposes a first golden rule for everyone: ""Do unto others as you would have them do unto you"" (Lk 6:31); and he helps us to discover what is most important: to love us and help us. #ApostolicJourney #Mozambique",2019-09-06 10:00:00+00:00,0.8969,0.8969,0.8969,0.8969
Pontifex,78,"Let’s not forget that the names of our poorest brothers and sisters, written in heaven, have this inscription next to them: these are the blessed ones of my Father. #ApostolicJourney #Mozambique",2019-09-06 07:25:00+00:00,0.656,0.656,0.656,0.656
Pontifex,79,"No one is more insignificant than a priest left to his own devices; therefore, our prayer is that of our Mother: I am a priest because the Lord has regarded my insignificance with kindness (cf. Lk 1:48). #ApostolicJourney #Mozambique",2019-09-05 16:00:00+00:00,-0.2247,-0.2247,-0.2247,-0.2247
Pontifex,80,"Try to keep quiet a moment and let God love you. Try to silence all the inner voices, and rest for a second in His loving embrace. #ApostolicJourney #Mozambique",2019-09-05 11:30:00+00:00,0.91,0.91,0.91,0.91
Pontifex,81,"The pursuit of lasting peace is a mission that involves everyone. It calls for strenuous, constant and unceasing effort, because peace is like a delicate flower trying to blossom on the stony ground of violence. #ApostolicJourney #Mozambique",2019-09-05 08:45:00+00:00,0.6808,0.6808,0.6808,0.6808
Pontifex,82,"I invite you, each within your own heart, to pray for our brothers and sisters who have lost their lives or who are suffering because of the hurricane in the Bahamas",2019-09-04 17:15:40+00:00,-0.3612,-0.3612,-0.3612,-0.3612
Pontifex,83,"I invite you all to join me in prayer, that God, the Father of all, may consolidate fraternal reconciliation throughout Africa, which is the only hope for solid and lasting peace. #ApostolicJourney #Mozambique #Madagascar #Mauritius",2019-09-04 05:30:00+00:00,0.8979,0.8979,0.8979,0.8979
Pontifex,84,"The Holy Spirit, when we invite Him into our wounds, anoints our painful memories with the balm of hope, because the Spirit restores hope.",2019-09-03 11:30:00+00:00,0.7964,0.7964,0.7964,0.7964
Pontifex,85,"May God, the lover of life, grant us the courage to do good without waiting for someone else to begin, or until it is too late.
https://t.co/ugglgmzHtO",2019-09-02 13:30:00+00:00,0.926,0.926,0.926,0.926
Pontifex,86,"Creation, a place of encounter with the Lord and one another, is “God’s own social network”, which inspires us to raise a song of cosmic praise to the Creator.
https://t.co/ugglgmzHtO",2019-09-02 11:30:00+00:00,0.8225,0.8225,0.8225,0.8225
Pontifex,87,"We are beloved creatures of God, who in His goodness calls us to love life and to live it in communion with the rest of creation.
https://t.co/ugglgmRilm",2019-09-02 09:30:00+00:00,0.9287,0.9287,0.9287,0.9287
Pontifex,88,"This is the season to reflect on our lifestyles and to undertake prophetic actions.
https://t.co/ugglgmzHtO",2019-09-01 14:30:00+00:00,0.0,0.0,0.0,0.0
Pontifex,89,"This is the season for letting our prayer be inspired anew by closeness to nature, which spontaneously leads us to give thanks to God the Creator.
https://t.co/ugglgmRilm",2019-09-01 13:00:00+00:00,0.802,0.802,0.802,0.802
Pontifex,90,"Now is the time to rediscover our vocation as children of God, brothers and sisters, and stewards of creation. In this #SeasonOfCreation, I invite everyone to dedicate themselves to prayer.
https://t.co/ugglgmzHtO",2019-09-01 11:30:00+00:00,0.5859,0.5859,0.5859,0.5859
Pontifex,91,"In today’s Gospel, Jesus invites us to selfless generosity, to open the path towards a much greater joy: that of participating in God’s own love. #Angelus",2019-09-01 10:30:00+00:00,0.93,0.93,0.93,0.93
Pontifex,92,https://t.co/TdCbOx8TLu,2019-08-31 09:15:00+00:00,0.0,0.0,0.0,0.0
Pontifex,93,"In our daily relationship with Jesus, and in the strength of His forgiveness, we rediscover our roots.",2019-08-30 11:30:00+00:00,0.6486,0.6486,0.6486,0.6486
Pontifex,94,"Saint John the Baptist who bore witness to the Messiah by dying for the truth, pray for us!",2019-08-29 11:30:00+00:00,0.4389,0.4389,0.4389,0.4389
Pontifex,95,"We ask for the grace not to be lukewarm Christians, living on half measures, letting love grow cold.",2019-08-28 11:30:00+00:00,0.7906,0.7906,0.7906,0.7906
Pontifex,96,The light of God enlightens those who welcome it.,2019-08-27 11:30:00+00:00,0.7783,0.7783,0.7783,0.7783
Pontifex,97,"Whoever draws near to God will not stumble, but strives ahead: beginning anew, trying again, rebuilding.",2019-08-26 11:30:00+00:00,0.1406,0.1406,0.1406,0.1406
Pontifex,98,"In today's Gospel, Jesus explains how in Heaven there is no ""limited number"", but in order to get there, already in this life we must pass through the ""narrow gate"": loving God and our neighbour. And this is not easy! #Angelus",2019-08-25 11:30:00+00:00,0.7417,0.7417,0.7417,0.7417
Pontifex,99,"May God who remembers us, God who heals our wounded memories by anointing them with hope, God who is near to lift us up from within, help us to build up the good and to console hearts.",2019-08-24 11:30:00+00:00,0.9153,0.9153,0.9153,0.9153
Pontifex,100,All of us have been created in the image and likeness of God and have the same dignity. Let us stop slavery! #IDRSTA,2019-08-23 11:30:00+00:00,-0.3595,-0.3595,-0.3595,-0.3595
Pontifex,101,"May the Lord open our hearts to the needs of the poor, the defenseless, those who knock on our door to be recognized as a person.",2019-08-22 11:30:00+00:00,-0.6705,-0.6705,-0.6705,-0.6705
Pontifex,102,"It takes more strength to repair than to build, to start anew than to begin, to be reconciled than to get along. This is the strength that God gives us.",2019-08-21 11:30:00+00:00,0.8437,0.8437,0.8437,0.8437
Pontifex,103,"In the uncertainty that we feel both inside and out, the Lord gives us a certainty: He remembers us.",2019-08-20 11:30:00+00:00,-0.1027,-0.1027,-0.1027,-0.1027
Pontifex,104,Today we remember all the brave women who go out to meet their brothers and sisters in difficulty. Each of them is a sign of God's closeness and compassion. #WomenHumanitarians,2019-08-19 11:30:00+00:00,0.6124,0.6124,0.6124,0.6124
Pontifex,105,"In today's Gospel, Jesus reveals to us His most ardent desire: to bring to the earth the fire of the Father's love: the fire that saves, that changes the world, starting from the change of each one's heart. #Angelus",2019-08-18 11:30:00+00:00,0.7764,0.7764,0.7764,0.7764
Pontifex,106,"With God, the burdens of life rest not upon our shoulders alone: the Holy Spirit comes to give us strength, to encourage us, to bear our burdens.",2019-08-17 11:30:00+00:00,0.5106,0.5106,0.5106,0.5106
Pontifex,107,"Let us ask Our Lady to protect and sustain us; that we may have a strong, joyful and merciful faith; that she may help us to be saints, to meet her one day in Paradise.",2019-08-16 11:30:00+00:00,0.9612,0.9612,0.9612,0.9612
Pontifex,108,"Mary's journey to Heaven began with that ""yes"" pronounced at Nazareth. Every “yes” to God is a step towards Heaven, towards eternal life. Because the Lord wants us all with Himself, in His house!",2019-08-15 11:30:00+00:00,0.8398,0.8398,0.8398,0.8398
Pontifex,109,"Let us ask for the grace to remember each day that we are not forgotten by God, and that we are His beloved children, unique and irreplaceable. Calling this to mind gives us the strength not to surrender before the adversities of life.",2019-08-14 11:30:00+00:00,0.7685,0.7685,0.7685,0.7685
Pontifex,110,"Only when we experience God's forgiveness are we truly reborn. We start again from there, from forgiveness. It is there that we rediscover ourselves: in confessing our sins.",2019-08-13 11:30:00+00:00,0.4767,0.4767,0.4767,0.4767
Pontifex,111,Education with horizons open to transcendence helps young people to dream and to build a more beautiful world. #IYD2019,2019-08-12 11:30:00+00:00,0.8313,0.8313,0.8313,0.8313
Pontifex,112,"Today's Gospel invites us to abandon ourselves with simplicity and trust to God's will, and to keep ""the lamps alight"", so we can brighten the darkness of the night. #Angelus",2019-08-11 11:30:00+00:00,0.3744,0.3744,0.3744,0.3744
Pontifex,113,"Basically, the Christian witness announces this alone: that Jesus is alive and that He is the secret of life. #StLawrenceMartyr",2019-08-10 11:30:00+00:00,0.09,0.09,0.09,0.09
Pontifex,114,"Indigenous peoples, with their variety of languages, cultures, traditions, and ancestral knowledge, remind us that we are all responsible for the care of Creation, which God has entrusted to us. #IndigenousPeoplesDay",2019-08-09 11:30:00+00:00,0.8591,0.8591,0.8591,0.8591
Pontifex,115,"In the midst of all those passing things in which we are so caught up, help us, Father, to seek what truly lasts: your presence and that of our brother or sister.",2019-08-08 11:30:00+00:00,0.7063,0.7063,0.7063,0.7063
Pontifex,116,"The way of Jesus, which leads to peace, passes through forgiveness, for one evil never corrects another evil and no resentment is ever good for the heart.",2019-08-07 11:30:00+00:00,-0.7506,-0.7506,-0.7506,-0.7506
Pontifex,117,"In the Transfiguration, Jesus shows us the glory of the Resurrection: a glimpse of heaven on earth.",2019-08-06 11:30:00+00:00,0.7783,0.7783,0.7783,0.7783
Pontifex,118,"The Lord invites all of us to conquer resentment with love and forgiveness, and to live the Christian faith with consistency and courage.",2019-08-05 11:30:00+00:00,0.8555,0.8555,0.8555,0.8555
Pontifex,119,"Thank you for the joy with which you have offered your lives. Thank you for all the times you welcomed those who have fallen, caring for their wounds and showing tenderness and compassion. #ToMyBrotherPriests",2019-08-04 10:30:00+00:00,0.9493,0.9493,0.9493,0.9493
Pontifex,120,"On the feast of the saintly Curé d'Ars, I write to all of you who, carrying out your mission in service to God and His people, write the most beautiful pages of priestly life. #ToMyBrotherPriests
https://t.co/xd2JkKyOD9",2019-08-04 09:05:00+00:00,0.7425,0.7425,0.7425,0.7425
Pontifex,121,"Holy Spirit, give us the joy of the resurrection, the perennial youth of the heart!",2019-08-03 11:30:00+00:00,0.6996,0.6996,0.6996,0.6996
Pontifex,122,"The Lord does not perform wonders with those who believe themselves to be just, but with those who know they are in need and are willing to open their hearts to Him.",2019-08-02 11:30:00+00:00,0.0,0.0,0.0,0.0
Pontifex,123,https://t.co/RejBYUN7al,2019-08-01 13:45:00+00:00,0.0,0.0,0.0,0.0
Pontifex,124,"As a young soldier, St Ignatius of Loyola, whom we remember today, thought of his own glory. But then he was attracted by the glory of God, which gave meaning to his life.",2019-07-31 11:30:00+00:00,0.9239,0.9239,0.9239,0.9239
Pontifex,125,Let us pray that the Lord will free the victims of human trafficking and help us to respond actively to the cry for help of so many of our brothers and sisters who are deprived of their dignity and freedom. #EndHumanTrafficking,2019-07-30 11:30:00+00:00,0.8934,0.8934,0.8934,0.8934
Pontifex,126,"The Lord gives each of us a vocation, a challenge to discover the talents and abilities we possess and to put them at the service of others.",2019-07-29 11:30:00+00:00,0.6486,0.6486,0.6486,0.6486
Pontifex,127,"In today's Gospel, Jesus invites us to experience prayer, putting us in direct communication with the Father. This is the novelty of Christian prayer! It is a dialogue between people who love one another, a dialogue based on trust.",2019-07-28 11:30:00+00:00,0.8313,0.8313,0.8313,0.8313
Pontifex,128,"Jesus looks for witnesses who say to Him every day: ""Lord, you are my life"".",2019-07-25 11:30:00+00:00,0.0,0.0,0.0,0.0
Pontifex,129,"Witness is born from the encounter with the living Jesus. #SaintMaryMagdalene, Apostle of Hope, pray for us!",2019-07-22 11:30:00+00:00,0.6696,0.6696,0.6696,0.6696
Pontifex,130,"Today's Gospel reminds us that the wisdom of the heart lies in knowing how to combine contemplation and action. Let us ask for the grace to love and serve God, and our brothers and sisters, with the hands of Martha and the heart of Mary.",2019-07-21 11:30:00+00:00,0.8658,0.8658,0.8658,0.8658
Pontifex,131,"Today, the Feast of #OurLadyofMountCarmel, we contemplate the Virgin who stands beside the Cross of Christ. That is also the place of the Church: close to Christ.",2019-07-16 11:30:00+00:00,0.0,0.0,0.0,0.0
Pontifex,132,"In today's Gospel, Jesus proposes the Samaritan as a model. By loving his neighbor as himself, he demonstrates how to love God with one's whole heart, while at the same time expressing true religiosity and full humanity.",2019-07-14 11:30:00+00:00,0.9186,0.9186,0.9186,0.9186
